Rk,Player,Team,Conf,G,Pnt,Yds,Y/P,Awards,Player-additional
1,Kyle Vantrease,Buffalo,MAC,10,2,130,65.0,,kyle-vantrease-1
2,Alec Bevelhimer*,Miami (OH),MAC,11,1,55,55.0,,alec-bevelhimer-1
3,David Nunez,Texas State,Sun Belt,1,1,54,54.0,,david-nunez-1
4,Matt Araiza*,San Diego State,MWC,14,79,4044,51.2,AA,matt-araiza-1
5,Michael Turk*,Oklahoma,Big 12,11,35,1791,51.2,,michael-turk-1
6,Ryan Stonehouse,Colorado State,MWC,12,58,2953,50.9,,ryan-stonehouse-1
7,Kyle Ostendorp,Arizona,Pac-12,12,58,2852,49.2,,kyle-ostendorp-1
8,Matias Gasc,Miami (FL),ACC,2,1,49,49.0,,matias-gasc-1
9,John Haggerty*,Western Kentucky,CUSA,14,33,1608,48.7,,john-haggerty-1
10,Ryan Rehkow*,BYU,Ind,13,40,1943,48.6,,ryan-rehkow-1
11,Chance Nolan*,Oregon State,Pac-12,13,2,97,48.5,,chance-nolan-1
12,Race Porter,Washington,Pac-12,12,53,2572,48.5,,race-porter-1
13,Bryce Baringer*,Michigan State,Big Ten,13,59,2857,48.4,,bryce-baringer-1
14,Austin McNamara*,Texas Tech,Big 12,13,42,2023,48.2,,austin-mcnamara-1
15,Magnus Haines*,Kent State,MAC,2,1,48,48.0,,magnus-haines-1
16,Mason Lawler,Bowling Green,MAC,12,1,48,48.0,,mason-lawler-1
17,Josh Watts,Colorado,Pac-12,12,66,3154,47.8,,josh-watts-1
18,Ryan Wright,Tulane,American,12,51,2424,47.5,,ryan-wright-1
19,Luke Loecher*,Oregon State,Pac-12,13,31,1459,47.1,,luke-loecher-1
20,Jerwuan Thomas*,Ball State,MAC,3,1,47,47.0,,jerwuan-thomas-1
21,Kade Loggins*,Georgia State,Sun Belt,2,1,47,47.0,,kade-loggins-1
22,Cameron Dicker,Texas,Big 12,12,47,2200,46.8,,cameron-dicker-2
23,Tommy Heatherly,Florida International,CUSA,12,73,3418,46.8,,tommy-heatherly-1
24,Jake Camarda*,Georgia,SEC,15,47,2197,46.7,,jake-camarda-1
25,Nik Constantinou,Texas A&M,SEC,12,51,2377,46.6,,nik-constantinou-1
26,Andy Vujnovich*,Wisconsin,Big Ten,13,49,2274,46.4,,andy-vujnovich-1
27,Brad Robbins*,Michigan,Big Ten,14,45,2085,46.3,,brad-robbins-1
28,Sean Koetting*,Missouri,SEC,13,7,324,46.3,,sean-koetting-1
29,Rhys Byrns*,Louisiana,Sun Belt,14,59,2722,46.1,,rhys-byrns-1
30,Tory Taylor*,Iowa,Big Ten,14,80,3688,46.1,,tory-taylor-1
31,Cole Maynard*,North Carolina,ACC,1,1,46,46.0,,cole-maynard-1
32,Joe Doyle,Memphis,American,12,41,1888,46.0,,joe-doyle-1
33,Colin Goodfellow*,Kentucky,SEC,10,35,1608,45.9,,colin-goodfellow-1
34,Jake Julien*,Eastern Michigan,MAC,13,51,2343,45.9,,jake-julien-1
35,Jordan Stout*,Penn State,Big Ten,13,66,3032,45.9,,jordan-stout-2
36,Lachlan Wilson*,Tulsa,American,13,61,2787,45.7,,lachlan-wilson-1
37,Matt Hayball,Florida Atlantic,CUSA,12,61,2785,45.7,,matt-hayball-1
38,Colton Spangler*,Maryland,Big Ten,13,29,1320,45.5,,colton-spangler-1
39,Rocky Lombardi*,Northern Illinois,MAC,13,3,136,45.3,,rocky-lombardi-1
40,Lucas Dean*,UTSA,CUSA,14,47,2126,45.2,,lucas-dean-1
41,Adam Korsak*,Rutgers,Big Ten,13,72,3245,45.1,,adam-korsak-1
42,Blake Hayes,Illinois,Big Ten,12,68,3068,45.1,,blake-hayes-1
43,Trenton Gill,North Carolina State,ACC,12,65,2930,45.1,,trenton-gill-1
44,Ben Griffiths,USC,Pac-12,12,44,1978,45.0,,ben-griffiths-1
45,Jack Blumer*,Kansas State,Big 12,13,1,45,45.0,,jack-blumer-1
46,Julian Diaz*,Nevada,MWC,13,50,2250,45.0,,julian-diaz-1
47,Louis Hedley,Miami (FL),ACC,11,47,2112,44.9,,louis-hedley-1
48,Porter Wilson,Duke,ACC,12,61,2732,44.8,,porter-wilson-1
49,Isaac Power*,Baylor,Big 12,14,49,2191,44.7,,isaac-power-1
50,Andrew Boyle*,Washington State,Pac-12,3,2,89,44.5,,andrew-boyle-1
51,Peter Moore*,Virginia Tech,ACC,13,65,2892,44.5,,peter-moore-1
52,Mac Brown*,Ole Miss,SEC,13,41,1821,44.4,,mac-brown-1
53,Matt Ference*,Northern Illinois,MAC,14,45,1998,44.4,,matt-ference-1
54,Will Hart,San Jose State,MWC,12,67,2976,44.4,,will-hart-2
55,Anthony Beck II,Georgia Southern,Sun Belt,12,65,2881,44.3,,anthony-beck-ii-1
56,Kyle Ulbrich*,Middle Tennessee State,CUSA,13,67,2971,44.3,,kyle-ulbrich-1
57,Michael Williams*,Utah,Pac-12,14,8,354,44.3,,michael-williams-15
58,Grant Carlson,Boston College,ACC,12,53,2344,44.2,,grant-carlson-1
59,Jacob Finn,Virginia,ACC,12,41,1812,44.2,,jacob-finn-1
60,George Georgopoulos,Massachusetts,Ind,12,65,2864,44.1,,george-georgopoulos-1
61,Jeremy Crawshaw*,Florida,SEC,13,52,2293,44.1,,jeremy-crawshaw-1
62,Oscar Chapman*,Auburn,SEC,13,57,2515,44.1,,oscar-chapman-1
63,Zach Harding*,Army,Ind,13,41,1808,44.1,,zach-harding-1
64,Anthony Pecorella*,Maryland,Big Ten,12,28,1232,44.0,,anthony-pecorella-1
65,Logan Tyler*,Arizona State,Pac-12,13,1,44,44.0,,logan-tyler-1
66,Paxton Brooks*,Tennessee,SEC,13,45,1982,44.0,,paxton-brooks-1
67,Ryan Hanson,Arkansas State,Sun Belt,12,68,2995,44.0,,ryan-hanson-1
68,Zach Murphy*,Wake Forest,ACC,14,2,88,44.0,,zach-murphy-1
69,Bernardo Rodriguez*,North Texas,CUSA,13,61,2675,43.9,,bernardo-rodriguez-1
70,Ivan Mora*,Wake Forest,ACC,14,50,2188,43.8,,ivan-mora-1
71,Ben Kiernan*,North Carolina,ACC,13,45,1966,43.7,,ben-kiernan-1
72,Mason Hunt,Southern Mississippi,CUSA,12,71,3098,43.6,,mason-hunt-1
73,Ty Zentner*,Kansas State,Big 12,13,39,1697,43.5,,ty-zentner-1
74,Tyler Sumpter*,West Virginia,Big 12,12,52,2261,43.5,,tyler-sumpter-2
75,Eddie Czaplicki*,Arizona State,Pac-12,13,45,1954,43.4,,eddie-czaplicki-1
76,William Przystup,Nebraska,Big Ten,12,31,1345,43.4,,william-przystup-1
77,Jordy Sandy,Texas Christian,Big 12,12,43,1861,43.3,,jordy-sandy-1
78,Reid Bauer*,Arkansas,SEC,13,58,2510,43.3,,reid-bauer-1
79,Ryan Sanborn,Stanford,Pac-12,12,60,2600,43.3,,ryan-sanborn-1
80,Jack Brooks,South Alabama,Sun Belt,12,53,2292,43.2,,jack-brooks-1
81,Jamieson Sheahan,California,Pac-12,12,53,2284,43.1,,jamieson-sheahan-1
82,Jay Bramblett*,Notre Dame,Ind,13,58,2502,43.1,,jay-bramblett-1
83,Jonn Young,East Carolina,American,12,47,2025,43.1,,jonn-young-1
84,Luke Akers,UCLA,Pac-12,12,34,1464,43.1,,luke-akers-1
85,Tom Snee*,Oregon,Pac-12,14,44,1897,43.1,,tom-snee-1
86,Ethan Slike,Akron,MAC,12,49,2109,43.0,,ethan-slike-1
87,Mason Fletcher*,Cincinnati,American,14,50,2151,43.0,,mason-fletcher-1
88,Miles Tillman*,Middle Tennessee State,CUSA,1,1,43,43.0,,miles-tillman-1
89,Joel Velazquez,Boise State,MWC,12,50,2146,42.9,,joel-velazquez-1
90,Kai Kroeger*,South Carolina,SEC,13,59,2534,42.9,,kai-kroeger-1
91,Max Morgan*,Liberty,Ind,10,25,1072,42.9,,max-morgan-2
92,Aaron Rodriguez,New Mexico,MWC,12,81,3466,42.8,,aaron-rodriguez-1
93,Nick Haberer*,Washington State,Pac-12,13,52,2225,42.8,,nick-haberer-1
94,Aidan Alves*,Liberty,Ind,9,22,939,42.7,,aidan-alves-1
95,Alex Mastromanno,Florida State,ACC,12,61,2606,42.7,,alex-mastromanno-1
96,Riley Riethman,Navy,American,11,44,1877,42.7,,riley-riethman-1
97,Avery Atkins*,LSU,SEC,13,62,2639,42.6,,avery-atkins-2
98,Harrison Smith,Vanderbilt,SEC,12,73,3111,42.6,,harrison-smith-3
99,Luke Magliozzi,Troy,Sun Belt,12,61,2594,42.5,,luke-magliozzi-1
100,Ralph Fawaz*,Wyoming,MWC,13,58,2466,42.5,,ralph-fawaz-1
101,Stephen Kotsanlee*,Utah State,MWC,14,53,2251,42.5,,stephen-kotsanlee-1
102,Trevor Wilson,Kansas,Big 12,12,2,85,42.5,,trevor-wilson-1
103,Archer Trafford*,Mississippi State,SEC,8,26,1103,42.4,,archer-trafford-1
104,Tom Hutton*,Oklahoma State,Big 12,14,72,3056,42.4,,tom-hutton-2
105,Jesse Mirco*,Ohio State,Big Ten,13,31,1310,42.3,,jesse-mirco-1
106,Bailey Rice,Charlotte,CUSA,12,40,1688,42.2,,bailey-rice-1
107,Carson King*,Fresno State,MWC,13,56,2359,42.1,,carson-king-2
108,Kyle Greenwell*,UAB,CUSA,13,59,2484,42.1,,kyle-greenwell-1
109,Adam Barry,Temple,American,12,63,2643,42.0,,adam-barry-1
110,Jonah Wieland,Ohio,MAC,12,28,1177,42.0,,jonah-wieland-1
111,Nathan Snyder*,Ball State,MAC,13,55,2308,42.0,,nathan-snyder-2
112,Charlie Mendes,Rice,CUSA,12,61,2557,41.9,,charlie-mendes-1
113,Michael Hayes*,Georgia State,Sun Belt,13,58,2428,41.9,,michael-hayes-4
114,Nick Mihalic*,Western Michigan,MAC,13,47,1971,41.9,,nick-mihalic-1
115,James Evans,Indiana,Big Ten,12,69,2886,41.8,,james-evans-2
116,Laine Wilkins*,Houston,American,14,59,2467,41.8,,laine-wilkins-1
117,Mark Vassett*,Louisville,ACC,13,49,2047,41.8,,mark-vassett-1
118,Brendan Hall,SMU,American,12,36,1502,41.7,,brendan-hall-1
119,Mark Crawford*,Minnesota,Big Ten,13,47,1961,41.7,,mark-crawford-4
120,Luke Larsen,East Carolina,American,1,5,208,41.6,,luke-larsen-1
121,Matt Naranjo,Bowling Green,MAC,12,64,2660,41.6,,matt-naranjo-1
122,Cesar Barajas,Louisiana Tech,CUSA,12,54,2242,41.5,,cesar-barajas-1
123,David Shanahan,Georgia Tech,ACC,12,61,2533,41.5,,david-shanahan-1
124,Derek Adams,Northwestern,Big Ten,12,58,2408,41.5,,derek-adams-1
125,Grant McKinniss*,Missouri,SEC,14,48,1990,41.5,,grant-mckinniss-1
126,Matthew Shipley,Hawaii,MWC,13,55,2281,41.5,,matthew-shipley-1
127,Will Spiers*,Clemson,ACC,13,63,2612,41.5,,will-spiers-1
128,kirk Christodoulou*,Pitt,ACC,14,61,2523,41.4,,kirk-christodoulou-1
129,Luke Elzinga*,Central Michigan,MAC,13,57,2355,41.3,,luke-elzinga-1
130,Andrew Osteen*,UCF,American,13,71,2919,41.1,,andrew-osteen-1
131,Josh Carlson,New Mexico State,Ind,12,70,2879,41.1,,josh-carlson-1
132,Xavier Subotsch*,Appalachian State,Sun Belt,14,49,2007,41.0,,xavier-subotsch-1
133,Carson Bay*,Air Force,MWC,8,16,655,40.9,,carson-bay-1
134,Cameron Peasley*,Utah,Pac-12,9,27,1101,40.8,,cameron-peasley-1
135,Andrew Mevis*,Iowa State,Big 12,13,25,1016,40.6,,andrew-mevis-1
136,Corey Dunn*,Iowa State,Big 12,9,21,849,40.4,,corey-dunn-1
137,Reis Vernon,Kansas,Big 12,12,49,1981,40.4,,reis-vernon-1
138,Robert LeFevre*,Marshall,CUSA,13,61,2465,40.4,,robert-lefevre-1
139,Evan Finegan,Buffalo,MAC,12,9,363,40.3,,evan-finegan-1
140,Bailey Flint*,Toledo,MAC,13,62,2491,40.2,,bailey-flint-1
141,Evan Silva,Nevada-Las Vegas,MWC,12,52,2084,40.1,,evan-silva-1
142,Devyn McCormick,Louisiana-Monroe,Sun Belt,12,70,2800,40.0,,devyn-mccormick-1
143,Nelson Foley,Miami (FL),ACC,1,1,40,40.0,,nelson-foley-1
144,Joe McFadden,Connecticut,Ind,12,61,2426,39.8,,joe-mcfadden-1
145,Charles Bein*,Air Force,MWC,11,24,952,39.7,,charles-bein-1
146,Ethan Duane*,Old Dominion,CUSA,13,58,2300,39.7,,ethan-duane-1
147,Tucker Day*,Mississippi State,SEC,13,17,675,39.7,,tucker-day-1
148,Jack Wilson,Ohio,MAC,11,19,753,39.6,,jack-wilson-4
149,Jackson Baltar,Buffalo,MAC,10,28,1107,39.5,,jackson-baltar-1
150,Joshua Sloan*,UTEP,CUSA,13,64,2526,39.5,,joshua-sloan-1
151,Dom Dzioban*,Miami (OH),MAC,13,52,2047,39.4,,dom-dzioban-1
152,James Burnip*,Alabama,SEC,15,48,1878,39.1,,james-burnip-1
153,Andrew Stokes,South Florida,American,11,56,2183,39.0,,andrew-stokes-2
154,Aidan Swanson*,Clemson,ACC,2,3,116,38.7,,aidan-swanson-1
155,James Williams,Syracuse,ACC,8,38,1462,38.5,,james-williams-15
156,Kolby Morgan*,Tennessee,SEC,1,4,154,38.5,,kolby-morgan-1
157,Zac Collins*,Purdue,Big Ten,2,2,77,38.5,,zac-collins-1
158,Brendan Cropsey*,Purdue,Big Ten,3,5,192,38.4,,brendan-cropsey-1
159,Seamus O'Kelly,Texas State,Sun Belt,12,60,2303,38.4,,seamus-okelly-1
160,Jack Ansell*,Purdue,Big Ten,12,44,1683,38.3,,jack-ansell-1
161,Ben Finley,North Carolina State,ACC,4,1,38,38.0,,ben-finley-1
162,Charlton Butt,Nevada-Las Vegas,MWC,1,6,228,38.0,,charlton-butt-1
163,Chevan Cordeiro,Hawaii,MWC,11,2,76,38.0,,chevan-cordeiro-1
164,Jared Smolar,Indiana,Big Ten,12,1,38,38.0,,jared-smolar-1
165,Drew Plitt*,Ball State,MAC,13,2,75,37.5,,drew-plitt-1
166,Charles Ouverson*,Coastal Carolina,Sun Belt,13,40,1493,37.3,,charles-ouverson-1
167,Matt Fraanje,SMU,American,6,9,336,37.3,,matt-fraanje-1
168,Ian Hawkins,Syracuse,ACC,4,26,966,37.2,,ian-hawkins-1
169,Sam Loy*,Arkansas,SEC,1,1,37,37.0,,sam-loy-1
170,Wilson Berry*,Kentucky,SEC,2,4,148,37.0,,wilson-berry-1
171,Daniel Cerni,Nebraska,Big Ten,5,16,590,36.9,,daniel-cerni-1
172,Cameron Shook*,Iowa State,Big 12,3,6,220,36.7,,cameron-shook-1
173,Lucas Borrow*,Ball State,MAC,5,7,257,36.7,,lucas-borrow-1
174,Haydn Kerr,Connecticut,Ind,10,19,687,36.2,,haydn-kerr-1
175,Josh Smith*,Kent State,MAC,13,52,1881,36.2,,josh-smith-19
176,Duke Paane,Navy,American,1,5,179,35.8,,duke-paane-1
177,Kieran Colahan*,Coastal Carolina,Sun Belt,13,1,35,35.0,,kieran-colahan-1
178,Sam Howell*,North Carolina,ACC,12,1,35,35.0,,sam-howell-1
179,Kellen Grave-De,Navy,American,1,4,139,34.8,,kellen-grave-de-1
180,Kellen Grave de Peralta,Navy,American,1,4,139,34.8,,kellen-grave-de-peralta-1
181,Carson Strong*,Nevada,MWC,12,3,104,34.7,,carson-strong-1
182,Jake Genyk,Northwestern,Big Ten,3,4,138,34.5,,jake-genyk-1
183,Clayton Howell*,Appalachian State,Sun Belt,14,2,66,33.0,,clayton-howell-1
184,Cameron Rising*,Utah,Pac-12,13,3,98,32.7,,cameron-rising-1
185,Dustin Crum*,Kent State,MAC,14,1,30,30.0,,dustin-crum-1
186,Nate Needham,Bowling Green,MAC,12,1,30,30.0,,nate-needham-2
187,Conor Schlichting*,Wisconsin,Big Ten,13,6,179,29.8,,conor-schlichting-1
188,Jayden De Laura*,Washington State,Pac-12,12,1,28,28.0,,jayden-de-laura-1
189,Nate Cox*,Nevada,MWC,10,2,52,26.0,,nate-cox-1
190,Matthew Goodyear*,Fresno State,MWC,1,1,24,24.0,,matthew-goodyear-1
191,Holton Ahlers,East Carolina,American,12,1,22,22.0,,holton-ahlers-1
192,Tanner Mordecai,SMU,American,12,1,15,15.0,,tanner-mordecai-1
193,Colby Barker,Syracuse,ACC,1,1,8,8.0,,colby-barker-1